11,泊林之风金樱专卖店,自营,泊林之风,,750W,★★★采用纯铜管★★★ ★★★10年全国联保★★★ ★★★嗮图奖励20元电费★★★ 【超省电】变频大1匹冷暖 ☆新一级能效☆十年质保☆上门安装 【超省电】变频大1.5匹冷暖 ☆新一级能效☆十年质保☆上门安装 【超省电】变频大2匹冷暖 ☆新一级能效☆十年质保☆上门安装 正1匹单冷☆GREE压缩机☆全铜管☆十年质保☆上门安装 大1匹单冷☆GREE压缩机☆全铜管☆十年质保☆上门安装 大1.5匹单冷☆GREE压缩机☆全铜管☆十年质保☆上门安装 正1匹冷暖☆GREE压缩机☆全铜管☆十年质保☆上门安装 大1匹冷暖☆GREE压缩机☆全铜管☆十年质保☆上门安装 大1.5匹冷暖☆GREE压缩机☆全铜管☆十年质保☆上门安装 【超省电】变频大1匹冷暖 ☆新一级能效☆十年质保☆自行安装 【超省电】变频大1.5匹冷暖 ☆新一级能效☆十年质保☆自行安装 正1匹单冷☆GREE压缩机☆全铜管☆十年质保☆自行安装 大1匹单冷☆GREE压缩机☆全铜管☆十年质保☆自行安装 大1.5匹单冷☆GREE压缩机☆全铜管☆十年质保☆自行安装 正1匹冷暖☆GREE压缩机☆全铜管☆十年质保 大1匹冷暖☆GREE压缩机☆全铜管☆十年质保☆自行安装 大1.5匹冷暖☆GREE压缩机☆全铜管☆十年质保☆自行安装 1匹单外机（无内机）丨无安装 【超省电】变频大2匹冷暖 ☆新一级能效☆十,11㎡-16㎡,变频,★★★采用纯铜管★★★ ★★★10年全国联保★★★ ★★★嗮图奖励20元电费★★★ 【超省电】变频大1匹冷暖 ☆新一级能效☆十年质保☆上门安装 【超省电】变频大1.5匹冷暖 ☆新一级能效☆十年质保☆上门安装 【超省电】变频大2匹冷暖 ☆新一级能效☆十年质保☆上门安装 正1匹单冷☆GREE压缩机☆全铜管☆十年质保☆上门安装 大1匹单冷☆GREE压缩机☆全铜管☆十年质保☆上门安装 大1.5匹单冷☆GREE压缩机☆全铜管☆十年质保☆上门安装 正1匹冷暖☆GREE压缩机☆全铜管☆十年质保☆上门安装 大1匹冷暖☆GREE压缩机☆全铜管☆十年质保☆上门安装 大1.5匹冷暖☆GREE压缩机☆全铜管☆十年质保☆上门安装 【超省电】变频大1匹冷暖 ☆新一级能效☆十年质保☆自行安装 【超省电】变频大1.5匹冷暖 ☆新一级能效☆十年质保☆自行安装 正1匹单冷☆GREE压缩机☆全铜管☆十年质保☆自行安装 大1匹单冷☆GREE压缩机☆全铜管☆十年质保☆自行安装 大1.5匹单冷☆GREE压缩机☆全铜管☆十年质保☆自行安装 正1匹冷暖☆GREE压缩机☆全铜管☆十年质保 大1匹冷暖☆GREE压缩机☆全铜管☆十年质保☆自行安装 大1.5匹冷暖☆GREE压缩机☆全铜管☆十年质保☆自行安装 1匹单外机（无内机）丨无安装 【超省电】变频大2匹冷暖 ☆新一级能效☆十
12,jhs电器旗舰店,自营,JHS,,大1.5匹,一级,15㎡-23㎡,变频,格力凌达压缩机1匹单冷【不含安装】【定频】 格力凌达压缩机1匹单冷【含基础安装】【定频】 格力凌达压缩机大1匹单冷【不含安装】【定频】 格力凌达压缩机大1匹单冷【含基础安装】【定频】 格力凌达压缩机大1匹冷暖【不含安装】【定频】 格力凌达压缩机大1匹冷暖【含基础安装】【定频】 格力凌达压缩机大1.5匹单冷【不含安装】【定频】 格力凌达压缩机大1.5匹单冷【含基础安装】【定频】 格力凌达压缩机大1.5匹冷暖【不含安装】【定频】 格力凌达压缩机大1.5匹冷暖【含基础安装】【定频】 格力凌达压缩机2匹冷暖【不含安装】【定频】 格力凌达压缩机2匹冷暖【含基础安装】【定频】 1.5匹冷暖新三级变频【不含安装】 1.5匹冷暖新三级变频【含基础安装】 1.5匹冷暖新一级变频【不含安装】 1.5匹冷暖新一级变频【含基础安装】 3匹冷暖【不含安装】【定频】 3匹冷暖【含基础安装】【定频】 全国联保 送货上门 厂家自提-谨慎下单【不含安装】
13,新飞空调直销店,非自营,Frestec/新飞,中国大陆,1000W,202106-10-611500-13027622089857,21㎡-30㎡,定速,1P单冷升级款自行安装（铝管）1P单冷升级款包安装（铝管）大1P单冷升级款自行安装（铜管）大1P单冷升级款（铜管）+包安装1.5P单冷升级款自行安装（铜管）1.5P单冷升级款（铜管）+包安装大1P冷暖升级款自行安装（铜管）大1P冷暖升级款（铜管）+ 包安装1.5P冷暖升级款自行安装（铜管）1.5P冷暖升级款（铜管）+包安装大1.5P冷暖升级款自行安装（铜管）大1.5P冷暖升级款(铜管)+包安装大1P冷暖变频节能抑菌款大1P冷暖变频节能抑菌款包安装大1.5P冷暖变频抑菌升级款大1.5P冷暖变频抑菌升级款包安装大1.5P冷暖变频节能抑菌款大1.5P冷暖变频节能抑菌款包安装2P冷暖变频抑菌升级款2P冷暖变频抑菌升级款包安装2P冷暖变频节能抑菌款2P冷暖变频节能抑菌款包安装3P冷暖变频节能抑菌款3P冷暖变频节能抑菌款包安装
14,三凌空调特价企业店,非自营,SANTOUBIAO,中国大陆,1.5匹,❤【咨询立减】【10年包修】咨询客服领取多重优惠 名额有限 下完即止大1匹单冷【不带安装】大一匹单冷【上门安装+10年包修】大一匹单冷一级能效【上门安装+10年包修】▶正1.5匹单冷|新三级定频【上门安装+全铜管】10年保修正1.5匹单冷|新五级定频【上门安装】大1.5匹单冷【不含安装】大1.5匹单冷【上门安装+10年包修】大1.5匹单冷一级能效【上门安装+10年包修】▶大1匹冷暖|新三级定频【上门安装+10年保修】大一匹冷暖【不含安装】10年保修大一匹冷暖【上门安装+10年保修】大一匹冷暖一级变频 【上门安装+10年保修】语音款▶大一匹冷暖一级变频 【上门安装+10年保修】▶正1.5匹冷暖|新三级定频【上门安装+纯铜管】10年保修正1.5匹冷暖|新五级定频【上门安装+10年保修】大1.5匹冷暖【不含安装+10年保修】大1.5匹冷暖【上门安装+10年保修】大1.5匹冷暖一级变频 【上门安装+10年包修】语音款▶大1.5匹冷暖一级变频 【上门安装+10年保修】大2匹冷暖新三级定频【上门安装+10年保修】大2匹冷暖一级变频【上门安装+10年包修】大3匹冷暖柜机【上门安装+10年保修】小1匹单冷【售后故障机】二手回收专用,,定速,❤【咨询立减】【10年包修】咨询客服领取多重优惠 名额有限 下完即止大1匹单冷【不带安装】大一匹单冷【上门安装+10年包修】大一匹单冷一级能效【上门安装+10年包修】▶正1.5匹单冷|新三级定频【上门安装+全铜管】10年保修正1.5匹单冷|新五级定频【上门安装】大1.5匹单冷【不含安装】大1.5匹单冷【上门安装+10年包修】大1.5匹单冷一级能效【上门安装+10年包修】▶大1匹冷暖|新三级定频【上门安装+10年保修】大一匹冷暖【不含安装】10年保修大一匹冷暖【上门安装+10年保修】大一匹冷暖一级变频 【上门安装+10年保修】语音款▶大一匹冷暖一级变频 【上门安装+10年保修】▶正1.5匹冷暖|新三级定频【上门安装+纯铜管】10年保修正1.5匹冷暖|新五级定频【上门安装+10年保修】大1.5匹冷暖【不含安装+10年保修】大1.5匹冷暖【上门安装+10年保修】大1.5匹冷暖一级变频 【上门安装+10年包修】语音款▶大1.5匹冷暖一级变频 【上门安装+10年保修】大2匹冷暖新三级定频【上门安装+10年保修】大2匹冷暖一级变频【上门安装+10年包修】大3匹冷暖柜机【上门安装+10年保修】小1匹单冷【售后故障机】二手回收专用
15,空调工厂批发,非自营,dejiangqiu,中国大陆,2000W,20230116-611300-93221673847330048,16㎡-20㎡,定速,大1P单冷【全国10年联保】 含安装大1P单冷保修10年不含安装大1匹冷暖不含安装保修十年大1P冷暖【全国10年联保】 含安装1匹单冷不保修不安装1匹冷暖一级变频无安装1匹冷暖一级变频包安装1.5单冷空调无安装1.5单冷空调包安装1.5冷暖空调不安装1.5冷暖空调包安装1.5冷暖一级变频不安装1.5冷暖一级变频包安装2匹冷暖空调不安装2匹冷暖空调包安装2匹冷暖一级变频不安装2匹冷暖一级变频包安装3匹冷暖空调不安装3匹冷暖空调包安装
16,月兔空调工厂店,非自营,月兔,中国大陆,1.5匹,一级,16㎡-20㎡,变频,大1匹单冷丨纯铜内管丨不含安装1大1匹单冷丨纯铜内管丨上门安装2大1.5匹单冷丨纯铜内管丨上门安装3大1匹冷暖丨纯铜内管丨上门安装4大1.5匹冷暖丨纯铜内管丨上门安装5大1.5匹冷暖全铜管变频新三级-上门安装/大1.5匹冷暖全铜管变频新一级-上门安装/大1.5匹冷暖语音款变频新一级-上门安装/大1匹单冷丨纯铜内管丨不含安装大1匹单冷丨纯铜内管丨上门安装大1.5匹单冷丨纯铜内管丨上门安装大1匹冷暖丨纯铜内管丨上门安装大1.5匹冷暖丨纯铜内管丨上门安装
17,东宝申花空调工厂直售,非自营,申花,中国大陆,3匹,五级,31㎡-40㎡,定速,大2匹单冷柜机【全铜管】送货入户-不含安装大2匹单冷柜机【全铜管】送货入户-上门安装大2匹冷暖柜机【全铜管】送货入户-不含安装大2匹冷暖柜机【全铜管】送货入户-上门安装大3匹单冷柜机【全铜管】送货入户-不含安装大3匹单冷柜机【全铜管】送货入户-上门安装大3匹冷暖柜机【全铜管】送货入户-不含安装大3匹冷暖柜机【全铜管】送货入户-上门安装【三级变频】大2匹单冷-不含安装-圆柱柜机【三级变频】大2匹单冷-上门安装-圆柱柜机【一级变频】大2匹冷暖-不含安装-圆柱柜机【一级变频】大2匹冷暖-上门安装-圆柱柜机【一级变频】大3匹冷暖-不含安装-圆柱柜机【一级变频】大3匹冷暖-上门安装-圆柱柜机大1.5匹单冷【全铜管】送货入户-不含安装大1.5匹单冷【全铜管】送货入户-上门安装大1.5匹冷暖【全铜管】送货入户-不含安装大1.5匹冷暖【全铜管】送货入户-上门安装大2匹冷暖【全铜管】送货入户-不含安装大2匹冷暖【全铜管】送货入户-上门安装大3匹冷暖【全铜管】送货入户-不含安装大3匹冷暖【全铜管】送货入户-上门安装大4匹冷暖【全铜管】送货入户-不含安装大4匹冷暖【全铜管】送货入户-上门安装
18,,非自营,东宝（家电）,中国大陆,大1.5匹,三级,,变频,1匹单冷全铜管送货上门1匹单冷全铜管送货上门+安装【三级变频】大1匹单冷送货上门【三级变频】大1匹单冷送货上门+安装【一级变频】大1匹单冷送货上门【一级变频】大1匹单冷送货上门+安装【一级变频】大1匹冷暖送货上门【一级变频】大1匹冷暖送货上门+安装【三级变频】大1.5匹冷暖送货上门【三级变频】大1.5匹冷暖送货上门+安装【一级变频】大1.5匹单冷送货上门【一级变频】大1.5匹单冷送货上门+安装【一级变频】大1.5匹冷暖送货上门【一级变频】大1.5匹冷暖送货上门+安装【三级变频】大2匹圆柱柜机送货上门【三级变频】大2匹圆柱柜机送货上门+安装【一级变频】大2匹冷暖圆柱柜机送货上门【一级变频】大2匹冷暖圆柱柜机送货上门+安装【一级变频】大3匹冷暖圆柱柜机送货上门【一级变频】大3匹冷暖圆柱柜机送货上门+安装
19,,非自营,Kelon/科龙,中国大陆,大1匹,大1匹单冷定频五级能效大1.5匹单冷定频五级能效大1匹冷暖变频三级能效大1.5匹冷暖变频三级能效【新款高颜值】大1匹冷暖变频一级能效【柔风感+静音16分贝+高节能】1.5匹冷暖变频一级能效【高性价比】大1.5匹冷暖变频一级能效【柔风感+静音16分贝+高节能】2024年新款-大1匹冷暖变频一级【上下左右扫风+16分贝静音】2024年新款-大1.5匹冷暖变频一级【上下左右扫风+16分贝静音】大1匹单冷定频五级能效【广东省内特价1399元】【限时限量抢购】大2匹冷暖变频一级能效【大风量大风口】,10㎡-15㎡,定速,大1匹单冷定频五级能效大1.5匹单冷定频五级能效大1匹冷暖变频三级能效大1.5匹冷暖变频三级能效【新款高颜值】大1匹冷暖变频一级能效【柔风感+静音16分贝+高节能】1.5匹冷暖变频一级能效【高性价比】大1.5匹冷暖变频一级能效【柔风感+静音16分贝+高节能】2024年新款-大1匹冷暖变频一级【上下左右扫风+16分贝静音】2024年新款-大1.5匹冷暖变频一级【上下左右扫风+16分贝静音】大1匹单冷定频五级能效【广东省内特价1399元】【限时限量抢购】大2匹冷暖变频一级能效【大风量大风口】
20,苏宁易购官方旗舰店,自营,威力,,大1.5匹,五级,17㎡-28㎡,定速,定频正1匹丨急速制冷丨无安装 定频正1匹丨急速制冷丨含安装 定频大1匹 | 自清洁 | 无安装 定频大1匹 | 自清洁 | 含安装 定频正1匹冷暖丨急速冷暖丨无安装 定频正1匹冷暖丨急速冷暖丨含安装 定频大1匹冷暖丨急速冷暖丨无安装 定频大1匹冷暖丨急速冷暖丨含安装 定频正1.5匹丨急速制冷丨无安装 定频正1.5匹丨急速制冷丨含安装 定频大1.5匹丨自清洁丨无安装 定频大1.5匹丨自清洁丨含安装 定频正1.5匹丨急速冷暖丨无安装 定频正1.5匹丨急速冷暖丨含安装 定频大1.5匹冷暖丨自清洁丨无安装 定频大1.5匹冷暖丨自清洁丨含安装 定频2匹冷暖丨10年质保丨无安装 定频2匹冷暖丨10年质保丨含安装 变频正1匹冷暖丨10年质保丨无含装 变频正1匹冷暖丨10年质保丨含安装 变频正1.5匹冷暖丨10年质保丨无安装 变频正1.5匹冷暖丨10年质保丨含安装
21,喵速达电器官方旗舰店,自营,Aucma/澳柯玛,,850W,202102-10-612100-08331782864614,15㎡-23㎡,变频,1.5匹冷暖│一级变频款│送入户│包安装 2匹冷暖圆柱机│语音功能│一级变频│送入户+安装 大1匹单冷│节能性价比款│送入户│包安装 大1.5匹单冷│节能性价比款│送入户│包安装 高配1.5P单冷│节能性价比款│送入户│包安装 高配1.5匹冷暖│柔风微风感│送入户│包安装 正2匹冷暖│一级变频款│送入户│包安装 高配1.5匹冷暖│语音功能款│送入户│包安装
22,喵速达电器官方旗舰店,自营,kmini,,1050W,20221031-611100-81791667196660040,10㎡-15㎡,变频,
23,苏宁易购官方旗舰店,自营,Shinco/新科,,2匹,大1匹单冷丨新五级能效 大1.5匹冷暖丨新三级变频 大1.5匹冷暖丨新一级变频 大1.5匹新风丨新一级能效 2匹挂机冷暖丨新三级变频 大3匹挂机冷暖丨新三级变频 正3匹挂机冷暖丨新三级变频 大2匹柜机冷暖丨新三级变频,21㎡-30㎡,变频,大1匹单冷丨新五级能效 大1.5匹冷暖丨新三级变频 大1.5匹冷暖丨新一级变频 大1.5匹新风丨新一级能效 2匹挂机冷暖丨新三级变频 大3匹挂机冷暖丨新三级变频 正3匹挂机冷暖丨新三级变频 大2匹柜机冷暖丨新三级变频
24,东宝申花空调工厂直售,非自营,东宝（家电）,中国大陆,1.5匹,五级,10㎡-15㎡,定速,正1匹单冷【全铜管】不含安装正1匹单冷【全铜管】上门安装正1匹冷暖【全铜管】不含安装正1匹冷暖【全铜管】上门安装大1匹单冷【全铜管】不含安装大1匹单冷【全铜管】上门安装大1匹冷暖【全铜管】不含安装大1匹冷暖【全铜管】上门安装大1.5匹单冷【全铜管】不含安装大1.5匹单冷【全铜管】上门安装大1.5匹冷暖【全铜管】不含安装大1.5匹冷暖【全铜管】上门安装【一级变频】大1P单冷丨不含安装丨节能升级【一级变频】大1P单冷丨上门安装丨节能升级【一级变频】大1P冷暖丨不含安装丨节能升级【一级变频】大1P冷暖丨上门安装丨节能升级【一级变频】大1.5P单冷丨不含安装丨节能升级【一级变频】大1.5P单冷丨上门安装丨节能升级【一级变频】大1.5P冷暖丨不含安装丨节能升级【一级变频】大1.5P冷暖丨上门安装丨节能升级2匹冷暖【全铜管】不含安装2匹冷暖【全铜管】上门安装3匹冷暖【全铜管】不含安装3匹冷暖【全铜管】上门安装
25,华蒜空调直卖授权店,非自营,华蒜,中国大陆,大1.5匹,一级,,变频,特价单冷【大1匹新三级】变频制冷省电爆款【大1.5匹新一级】变频冷暖省电爆款【大1匹新一级】变频冷暖性价比款【大1.5匹新三级】变频冷暖性价比款【大1匹新三级】变频冷暖大风量挂机【大2匹新三级】变频冷暖巨省电柜机【大2匹新一级】变频冷暖巨省电柜机【大3匹新一级】变频冷暖性价比柜机【大2匹新三级】变频冷暖性价比柜机【大3匹新三级】变频冷暖
