address,area,contacts,detail_url,id,price,title
安徐庄 精装可拎包入住 临地铁 满二 交通便利 正规商品房,阳光城5号院,张建文,https://zz.esf.fang.com/chushou/3_183818995.htm,32,105万, 安徐庄 精装可拎包入住 临地铁 满二 交通便利 正规商品房
上下四层洋房!南北双花园!挑空6米地下室!送两个车位,碧桂园天琴湾,何一波,https://zz.esf.fang.com/chushou/3_183855461.htm,33,660万, 上下四层洋房!南北双花园!挑空6米地下室!送两个车位
贾鲁河畔 美景麟起城一号院 精装小三房 纯南户型,美景麟起城,江桥,https://zz.esf.fang.com/chushou/3_183871892.htm,34,122万, 贾鲁河畔 美景麟起城一号院 精装小三房 纯南户型
北龙湖外国语旁 龙之梦东苑南北通透四房 带双车位 急售随时看,普罗旺世龙之梦,高原青,https://zz.esf.fang.com/chushou/3_183876403.htm,35,469万, 北龙湖外国语旁 龙之梦东苑南北通透四房 带双车位 急售随时看
北龙湖北岸中原科技城中海云鼎湖居精装小高层 一路之隔清华付中,中海云鼎湖居,赵玺,https://zz.esf.fang.com/chushou/3_183872100.htm,36,475万, 北龙湖北岸中原科技城中海云鼎湖居精装小高层 一路之隔清华付中
绿荫公园旁丰乐花苑 精装两份一层带院,丰乐花苑,江桥,https://zz.esf.fang.com/chushou/3_183864348.htm,37,79万, 绿荫公园旁丰乐花苑 精装两份一层带院
丰乐花苑 3室2厅 111.91平 看房方便,丰乐花苑,江桥,https://zz.esf.fang.com/chushou/3_183863324.htm,38,113万, 丰乐花苑 3室2厅 111.91平 看房方便
南三环地铁口陇西小學双校特价9999一平不分楼层买到,泰宏建业国际城,孙赞赞,https://zz.esf.fang.com/chushou/3_183854023.htm,39,89万, 南三环地铁口陇西小學双校特价9999一平不分楼层买到
大正水晶森林1期 高楼层采光充足 正南朝向 近地铁 商品住宅,大正水晶森林,张建文,https://zz.esf.fang.com/chushou/3_183818088.htm,40,123万, 大正水晶森林1期 高楼层采光充足 正南朝向 近地铁 商品住宅
金水区北龙湖 双茗校學区 单价XXX 优資教育属第①,天伦城,刘国珍,https://zz.esf.fang.com/chushou/3_183837395.htm,41,125万, 金水区北龙湖 双茗校學区 单价XXX 优資教育属第①
郑东新区 送车位 单价7XXX 可组合贷 配套已齐全,吉地澜花语,王敬男,https://zz.esf.fang.com/chushou/3_183796679.htm,42,95万, 郑东新区 送车位 单价7XXX 可组合贷 配套已齐全
外国语學校旁 两室诚心出售 视野好 随时看房,未来国际,王凯,https://zz.esf.fang.com/chushou/3_183842183.htm,43,185万, 外国语學校旁 两室诚心出售 视野好 随时看房
"鸿园梧桐苑,顶楼带露台,使用面积有300多平,急售急急急",鸿园梧桐苑,周香,https://zz.esf.fang.com/chushou/3_183836815.htm,44,385万," 鸿园梧桐苑,顶楼带露台,使用面积有300多平,急售急急急"
"国泰一品庄园 满五年税低,精装修双气,诚心出售看房方便",国泰一品庄园,刘安友,https://zz.esf.fang.com/chushou/3_183392153.htm,45,200万," 国泰一品庄园 满五年税低,精装修双气,诚心出售看房方便"
泰山誉景 2023年新交楼盘 88平三房南北通透 临地铁,泰山誉景,刘安友,https://zz.esf.fang.com/chushou/3_183849820.htm,46,132万, 泰山誉景 2023年新交楼盘 88平三房南北通透 临地铁
无水分 未来国际小区 交通方便 环境优美 上外国语,未来国际,王凯,https://zz.esf.fang.com/chushou/3_183838154.htm,47,120万, 无水分 未来国际小区 交通方便 环境优美 上外国语
满二 楼龄新 商品住宅 近地铁 南向采光好 高绿化 诚心出售,绿都澜湾,张建文,https://zz.esf.fang.com/chushou/3_183818291.htm,48,162万, 满二 楼龄新 商品住宅 近地铁 南向采光好 高绿化 诚心出售
郑东新区 送车位 单价7XXX 今年买今年住,吉地澜花语,王敬男,https://zz.esf.fang.com/chushou/3_183794781.htm,49,85万, 郑东新区 送车位 单价7XXX 今年买今年住
北龙湖南岸正弘领筑毛坯大平层带车位 满两年 急售随时看房子,正弘瓴筑,高原青,https://zz.esf.fang.com/chushou/3_183850645.htm,50,810万, 北龙湖南岸正弘领筑毛坯大平层带车位 满两年 急售随时看房子
北龙湖地铁4号线旁 壹号院精修一楼边户带150平院子送车位,融创中原壹号院,高原青,https://zz.esf.fang.com/chushou/3_183841554.htm,51,1899万, 北龙湖地铁4号线旁 壹号院精修一楼边户带150平院子送车位
融创中原壹号院 出行方便 精装可拎包入住 临地铁 产权清晰,融创中原壹号院,常勇,https://zz.esf.fang.com/chushou/3_183859874.htm,52,980万, 融创中原壹号院 出行方便 精装可拎包入住 临地铁 产权清晰
北港芯准现房 单价74XX 环绕双地铁 容积率1.99,正弘中央公园一期,孙赞赞,https://zz.esf.fang.com/chushou/3_183872169.htm,53,80万, 北港芯准现房 单价74XX 环绕双地铁 容积率1.99
"房源采光好,南北通透,业主诚意出",美盛教育港湾,孙柯,https://zz.esf.fang.com/chushou/3_183563398.htm,54,251万," 房源采光好,南北通透,业主诚意出"
超高性价比!精装修 采光好 近地铁 二环 随时看房 电话详聊,美景鸿城三期,张建文,https://zz.esf.fang.com/chushou/3_183817775.htm,55,145万, 超高性价比!精装修 采光好 近地铁 二环 随时看房 电话详聊
朝南 商业配套成熟 中间楼层采光好 刚需两居 满二,奥兰和园,张建文,https://zz.esf.fang.com/chushou/3_183818328.htm,56,143万, 朝南 商业配套成熟 中间楼层采光好 刚需两居 满二
经开外国语 小高层两梯两户 位置好 地铁3号线,金辉滨河云著,张建文,https://zz.esf.fang.com/chushou/3_183818947.htm,57,185万, 经开外国语 小高层两梯两户 位置好 地铁3号线
"北龙湖顶豪金茂府一楼南北花园,业主急售",北龙湖金茂府,何一波,https://zz.esf.fang.com/chushou/3_183850940.htm,58,1350万," 北龙湖顶豪金茂府一楼南北花园,业主急售"
开祥天下城 4室1厅 176.98平,天下城,江桥,https://zz.esf.fang.com/chushou/3_183875451.htm,59,400万, 开祥天下城 4室1厅 176.98平
"二七万达旁 现房特价11XXX起,双地铁小三室额外优惠5点",名门橙邦,赵玺,https://zz.esf.fang.com/chushou/3_183858979.htm,60,126万," 二七万达旁 现房特价11XXX起,双地铁小三室额外优惠5点"
三环旁 城 紧邻高新万达地铁口 特推10套9千好楼层速来,谦祥·世茂万华城,孙柯,https://zz.esf.fang.com/chushou/3_183352451.htm,61,105万, 三环旁 城 紧邻高新万达地铁口 特推10套9千好楼层速来
北龙湖东运河公园旁 兰溪上苑毛坯大平层 直接更名网签随时看房,兰溪上苑,高原青,https://zz.esf.fang.com/chushou/3_183861733.htm,62,799万, 北龙湖东运河公园旁 兰溪上苑毛坯大平层 直接更名网签随时看房
"政策在变,服务不变,好房急售,如若心动不如行动...",普罗旺世龙之梦,李庆孟,https://zz.esf.fang.com/chushou/3_183860416.htm,63,388万," 政策在变,服务不变,好房急售,如若心动不如行动..."
高新万达 边户小3房 南北通透 单价1.2 房少人多 抢!,谦祥·世茂万华城,孙赞赞,https://zz.esf.fang.com/chushou/3_183872144.htm,64,100万, 高新万达 边户小3房 南北通透 单价1.2 房少人多 抢!
三环现房9999一平 地铁口300米 品质小区 人车分流,泰宏建业国际城,孙赞赞,https://zz.esf.fang.com/chushou/3_183854632.htm,65,128万, 三环现房9999一平 地铁口300米 品质小区 人车分流
奥体旁 汇泉西悦城 10号院常西湖6号线 团购价9XXX起,汇泉西悦城六号院,孙赞赞,https://zz.esf.fang.com/chushou/3_183872182.htm,66,81万, 奥体旁 汇泉西悦城 10号院常西湖6号线 团购价9XXX起
地铁5号线旁 人行家属院电梯洋房 自住装修急售带车位地下室随,绿地老街四期,高原青,https://zz.esf.fang.com/chushou/3_183844099.htm,67,449万, 地铁5号线旁 人行家属院电梯洋房 自住装修急售带车位地下室随
开祥天下城 3室2厅 147.06平,天下城,江桥,https://zz.esf.fang.com/chushou/3_183849936.htm,68,365万, 开祥天下城 3室2厅 147.06平
泰山誉景 2023年楼盘 88平三房精装修婚房 临地铁,泰山誉景,刘安友,https://zz.esf.fang.com/chushou/3_183850049.htm,69,140万, 泰山誉景 2023年楼盘 88平三房精装修婚房 临地铁
"北云鹤三期,47中农科路小學學区房,正商物业,户型方正,厅朝",正商北云鹤花园,刘安友,https://zz.esf.fang.com/chushou/3_183766601.htm,70,180万," 北云鹤三期,47中农科路小學學区房,正商物业,户型方正,厅朝"
经开滨河国际新城 央企电建泷悦现房 精装交付 出门即地铁三号,电建泷悦华庭,黄应志,https://zz.esf.fang.com/chushou/3_183860362.htm,71,128万, 经开滨河国际新城 央企电建泷悦现房 精装交付 出门即地铁三号
"鸿园玉兰苑一楼带花园,带同等面积地下室,带车位,急售急急急",鸿园玉兰苑,周香,https://zz.esf.fang.com/chushou/3_183842742.htm,72,350万," 鸿园玉兰苑一楼带花园,带同等面积地下室,带车位,急售急急急"
爆!这匚真不错!包税!变现急售 急需周转 精装复试,正商美誉铭筑公寓,孙赞赞,https://zz.esf.fang.com/chushou/3_183854002.htm,73,31.6万, 爆!这匚真不错!包税!变现急售 急需周转 精装复试
北龙湖正商珑水上镜精装修顶楼复式 客厅挑高 急售随时可看房,正商珑水上境,高原青,https://zz.esf.fang.com/chushou/3_183869362.htm,74,629万, 北龙湖正商珑水上镜精装修顶楼复式 客厅挑高 急售随时可看房
"惠济区万达商圈2号地铁口出行方便,户型方正南北通透特适合居住",正商家河家,孙赞赞,https://zz.esf.fang.com/chushou/3_183854012.htm,75,150万," 惠济区万达商圈2号地铁口出行方便,户型方正南北通透特适合居住"
看房联系 电话优先 国企 有地铁 现房 精装修 特价清盘,万科大都会,张建文,https://zz.esf.fang.com/chushou/3_183818648.htm,76,97万, 看房联系 电话优先 国企 有地铁 现房 精装修 特价清盘
"西三环碧桂园凤凰城 湖景房不临路,有本满2年 送车位,1号线",碧桂园凤凰城,孙赞赞,https://zz.esf.fang.com/chushou/3_183872228.htm,77,100万," 西三环碧桂园凤凰城 湖景房不临路,有本满2年 送车位,1号线"
"丰庆路文化绿城旁,富邦铭邸,电梯精装大两房,诚心卖随时看",富邦铭邸,武守豪,https://zz.esf.fang.com/chushou/3_183867515.htm,78,80万," 丰庆路文化绿城旁,富邦铭邸,电梯精装大两房,诚心卖随时看"
北龙湖龙腾旁 正商祯瑞上镜精装一楼带院子带挑高地下室直接更名,正商祯瑞上境,高原青,https://zz.esf.fang.com/chushou/3_183837748.htm,79,1499万, 北龙湖龙腾旁 正商祯瑞上镜精装一楼带院子带挑高地下室直接更名
东风路 丰庆路 省中医院旁 建业森林半岛 3室2厅,建业森林半岛,江桥,https://zz.esf.fang.com/chushou/3_183869070.htm,80,269万, 东风路 丰庆路 省中医院旁 建业森林半岛 3室2厅
永威枫香庭东院 带电梯 满二 南向采光好 商品住宅,永威枫香庭东院,张建文,https://zz.esf.fang.com/chushou/3_183818461.htm,81,118万, 永威枫香庭东院 带电梯 满二 南向采光好 商品住宅
"现房惠济区低密度 ,加2万送车位,首付5,剩余全部贷款!",裕华会园,孙赞赞,https://zz.esf.fang.com/chushou/3_183853981.htm,82,143万," 现房惠济区低密度 ,加2万送车位,首付5,剩余全部贷款!"
正弘春晓 首付0元 拎包入住 南北通透 交通便利,正弘春晓,江桥,https://zz.esf.fang.com/chushou/3_183861695.htm,83,90万, 正弘春晓 首付0元 拎包入住 南北通透 交通便利
三环内 现房 总价90 品质社区,谦祥时光序,孙柯,https://zz.esf.fang.com/chushou/3_183737025.htm,84,100万, 三环内 现房 总价90 品质社区
"优胜花园 满五年税费少,诚心出售看房方便,带30平大露 台",优胜花园,江桥,https://zz.esf.fang.com/chushou/3_183865793.htm,85,195万," 优胜花园 满五年税费少,诚心出售看房方便,带30平大露 台"
管城区 四号线地铁口 富田九鼎公馆 送车位+万元家电+返月供,富田城·九鼎公馆,黄应志,https://zz.esf.fang.com/chushou/3_183843073.htm,86,123万, 管城区 四号线地铁口 富田九鼎公馆 送车位+万元家电+返月供
"外国语走路10,阿卡迪亚旁豫航泊郡一房急售",豫航泊郡,李庆孟,https://zz.esf.fang.com/chushou/3_183856188.htm,87,166万," 外国语走路10,阿卡迪亚旁豫航泊郡一房急售"
福塔旁 二环内央企开发 双地铁 一线河景房纯改善,华润置地凯旋门,王敬男,https://zz.esf.fang.com/chushou/3_183794809.htm,88,239万, 福塔旁 二环内央企开发 双地铁 一线河景房纯改善
天赋路 临地铁 商品住宅 南北通透 带电梯 满五 双卫生间,永威翰林居,王铁彦,https://zz.esf.fang.com/chushou/3_183815436.htm,89,390万, 天赋路 临地铁 商品住宅 南北通透 带电梯 满五 双卫生间
普罗旺世 · 中方园东区 · 2室 · 2厅,中方园东区,武守豪,https://zz.esf.fang.com/chushou/3_183867591.htm,90,110万, 普罗旺世 · 中方园东区 · 2室 · 2厅
开祥天下城 4室2厅 178.34平,天下城,江桥,https://zz.esf.fang.com/chushou/3_183862116.htm,91,400万, 开祥天下城 4室2厅 178.34平
三环内地鉄加持 首付5万买小3房 单价13XXX 拿着合同上,谦祥兴隆城,王敬男,https://zz.esf.fang.com/chushou/3_183796690.htm,92,97.5万, 三环内地鉄加持 首付5万买小3房 单价13XXX 拿着合同上
北龙湖足球公园旁 珑熙不临路一楼带80平院子挑高6米地下,保利珑熙,高原青,https://zz.esf.fang.com/chushou/3_183837379.htm,93,1119万, 北龙湖足球公园旁 珑熙不临路一楼带80平院子挑高6米地下
北龙湖龙湖里旁 国投玖栋精装修大平层大横厅设计 诚心卖送车位,国投玖棟,高原青,https://zz.esf.fang.com/chushou/3_183838907.htm,94,759万, 北龙湖龙湖里旁 国投玖栋精装修大平层大横厅设计 诚心卖送车位
美景麟起城一号院 3室1厅 87.87平,美景麟起城,江桥,https://zz.esf.fang.com/chushou/3_183873808.htm,95,116万, 美景麟起城一号院 3室1厅 87.87平
北龙湖正弘领筑毛坯顶楼复式 买一层送90平带车位 随时看房,正弘瓴筑,高原青,https://zz.esf.fang.com/chushou/3_183850643.htm,96,959万, 北龙湖正弘领筑毛坯顶楼复式 买一层送90平带车位 随时看房
龙源路 金融岛 1楼带院 精装双气 四叶草,美盛北龙台,许兵建,https://zz.esf.fang.com/chushou/3_183854113.htm,97,290万, 龙源路 金融岛 1楼带院 精装双气 四叶草
郑东 外國語小學和中學 诚心卖 正常税费 户型方正 采光好,中义阿卡迪亚,许兵建,https://zz.esf.fang.com/chushou/3_183850099.htm,98,315万, 郑东 外國語小學和中學 诚心卖 正常税费 户型方正 采光好
思达大户人家 精装双气三房 楼层低,思达大户人家,江桥,https://zz.esf.fang.com/chushou/3_183864388.htm,99,105万, 思达大户人家 精装双气三房 楼层低
泊郡小户型 一房一厅 东外 有钥匙随时看房,豫航泊郡,王凯,https://zz.esf.fang.com/chushou/3_183831770.htm,100,160万, 泊郡小户型 一房一厅 东外 有钥匙随时看房
"北云鹤降价10万万两房,年代很新,户型大气47区房",正商北云鹤花园,刘安友,https://zz.esf.fang.com/chushou/3_183385813.htm,101,95万," 北云鹤降价10万万两房,年代很新,户型大气47区房"
新出!银基四期152平通透四室!精装修采光好!有钥匙随时看,银基王朝,韩雯雯,https://zz.esf.fang.com/chushou/3_183870447.htm,102,260万, 新出!银基四期152平通透四室!精装修采光好!有钥匙随时看
银基朝(四期御) 出行方便 高楼层采光充足 环境优美,银基王朝,韩雯雯,https://zz.esf.fang.com/chushou/3_183860648.htm,103,216万, 银基朝(四期御) 出行方便 高楼层采光充足 环境优美
单价1.24万!口银基朝206平大平层四室!包税急出!,银基王朝,韩雯雯,https://zz.esf.fang.com/chushou/3_183870455.htm,104,256万, 单价1.24万!口银基朝206平大平层四室!包税急出!
"急售CBD旁广汇PAMA大三房,全天采光,急售有钥匙可谈",广汇PAMA,韩雯雯,https://zz.esf.fang.com/chushou/3_183870420.htm,105,230万," 急售CBD旁广汇PAMA大三房,全天采光,急售有钥匙可谈"
建业森林半岛 3室2厅 绿荫公园旁,建业森林半岛,江桥,https://zz.esf.fang.com/chushou/3_183866795.htm,106,240万, 建业森林半岛 3室2厅 绿荫公园旁
管城区 四号线地铁口 富田九鼎公馆 送车位+万元家电+返月供,富田城·九鼎公馆,黄应志,https://zz.esf.fang.com/chushou/3_183843073.htm,107,123万, 管城区 四号线地铁口 富田九鼎公馆 送车位+万元家电+返月供
诚心卖全款房 位置 阔绰三房两卫 好楼层 有车位 有钥匙,普罗旺世龙之梦,常勇,https://zz.esf.fang.com/chushou/3_183858528.htm,108,415万, 诚心卖全款房 位置 阔绰三房两卫 好楼层 有车位 有钥匙
北龙湖南岸正弘领筑精装修大平层 业主自住急售低于市场价随时看,正弘瓴筑,高原青,https://zz.esf.fang.com/chushou/3_183843114.htm,109,865万, 北龙湖南岸正弘领筑精装修大平层 业主自住急售低于市场价随时看
北龙湖临河观景银河丹堤中叠别墅豪华精装 诚心出售随时可以看房,银河丹堤,高原青,https://zz.esf.fang.com/chushou/3_183869814.htm,110,629万, 北龙湖临河观景银河丹堤中叠别墅豪华精装 诚心出售随时可以看房
矿山材料厂家属院 3室2厅 84.73平,矿山材料厂家属院,江桥,https://zz.esf.fang.com/chushou/3_183855637.htm,111,220万, 矿山材料厂家属院 3室2厅 84.73平
"别样房源别样生活!普罗旺世波特兰,你值得拥有!",普罗旺世波特兰,赵玺,https://zz.esf.fang.com/chushou/3_183858288.htm,112,136万," 别样房源别样生活!普罗旺世波特兰,你值得拥有!"
郑东新区 省委家属院广电天韵 毛坯大五房 急售有钥匙随时看,广电天韵,高原青,https://zz.esf.fang.com/chushou/3_183842403.htm,113,539万, 郑东新区 省委家属院广电天韵 毛坯大五房 急售有钥匙随时看
华润悦府 4室2厅 210.69平,华润悦府,江桥,https://zz.esf.fang.com/chushou/3_183871759.htm,114,430万, 华润悦府 4室2厅 210.69平
南三环地鉄口 单价9999买现房 低于市场价 先到先得,泰宏建业国际城,王敬男,https://zz.esf.fang.com/chushou/3_183800723.htm,115,108万, 南三环地鉄口 单价9999买现房 低于市场价 先到先得
北三环美盛教育港湾 纬五路 郑州外国语 特价17000,美盛教育港湾,孙柯,https://zz.esf.fang.com/chushou/3_183440806.htm,116,210万, 北三环美盛教育港湾 纬五路 郑州外国语 特价17000
"阿卡迪亚旁,底层架空,少一层建筑、多一层温情",豫航泊郡,李庆孟,https://zz.esf.fang.com/chushou/3_183849620.htm,117,166万," 阿卡迪亚旁,底层架空,少一层建筑、多一层温情"
"这不是你一直期待的房子,超值你赶快行动吧",鸿园梧桐苑,李庆孟,https://zz.esf.fang.com/chushou/3_183856261.htm,118,396万," 这不是你一直期待的房子,超值你赶快行动吧"
普罗旺世3期东区 103.53平三房 均价低 111万,普罗旺世三期,江桥,https://zz.esf.fang.com/chushou/3_183858658.htm,119,119万, 普罗旺世3期东区 103.53平三房 均价低 111万
北龙湖双河环绕龙之梦西苑 临河观景毛坯大复式送双车位 有钥匙,普罗旺世龙之梦,高原青,https://zz.esf.fang.com/chushou/3_183868441.htm,120,959万, 北龙湖双河环绕龙之梦西苑 临河观景毛坯大复式送双车位 有钥匙
走千家不如看一家!超高性价比的好房子!,亚新紫藤公馆,李庆孟,https://zz.esf.fang.com/chushou/3_183854403.htm,121,639万, 走千家不如看一家!超高性价比的好房子!
西三环城 紧邻高新万达 华中师范附属配套那购房合同,谦祥·世茂万华城,孙柯,https://zz.esf.fang.com/chushou/3_183337548.htm,122,140万, 西三环城 紧邻高新万达 华中师范附属配套那购房合同
北港央企现房 精装7XXX 送车位 低于周边价 即买即住,中建·滨水苑,王敬男,https://zz.esf.fang.com/chushou/3_183794817.htm,123,64万, 北港央企现房 精装7XXX 送车位 低于周边价 即买即住
七/中家属院 2室1厅 83.04平,七中家属院,江桥,https://zz.esf.fang.com/chushou/3_183854685.htm,124,120万, 七/中家属院 2室1厅 83.04平
滨河地鉄口 单价1.1万买现房 上经开外国语 出门即地鉄,金辉滨河云著,王敬男,https://zz.esf.fang.com/chushou/3_183796658.htm,125,136万, 滨河地鉄口 单价1.1万买现房 上经开外国语 出门即地鉄
高档小区 人文荟萃 高品质的象征 体验奢华生活,中凯华府,李庆孟,https://zz.esf.fang.com/chushou/3_183856179.htm,126,166万, 高档小区 人文荟萃 高品质的象征 体验奢华生活
美盛金水印 一线豪宅河景大平层 双地铁 精装 双名校學区,美盛教育港湾,赵玺,https://zz.esf.fang.com/chushou/3_183858276.htm,127,438万, 美盛金水印 一线豪宅河景大平层 双地铁 精装 双名校學区
"北龙湖,没水份,时尚住宅 靓丽舒适!畅购房源!",蓝城蘭园,李庆孟,https://zz.esf.fang.com/chushou/3_183860413.htm,128,683万," 北龙湖,没水份,时尚住宅 靓丽舒适!畅购房源!"
7中家属院 业主诚心出售 配套齐全 采光好,七中家属院,江桥,https://zz.esf.fang.com/chushou/3_183861207.htm,129,138万, 7中家属院 业主诚心出售 配套齐全 采光好
金水北 花园路康桥湾系豪宅大平层 私家会所 魏河畔,康桥天樾九章,黄应志,https://zz.esf.fang.com/chushou/3_183377744.htm,130,276万, 金水北 花园路康桥湾系豪宅大平层 私家会所 魏河畔
曼哈顿 4室1厅2卫 简装 189万元 182.52平米,曼哈顿广场,吕龙吉,https://zz.esf.fang.com/chushou/3_183858400.htm,131,189万, 曼哈顿 4室1厅2卫 简装 189万元 182.52平米
"今年交房,三环边,好房源,配套好的 和中學,看房方便",谦祥时光序,赵玺,https://zz.esf.fang.com/chushou/3_183860553.htm,132,120万," 今年交房,三环边,好房源,配套好的 和中學,看房方便"
