price,title,url
89,回力男,//detail.tmall.com/item.htm?priceTId=2150427117145568943728859e5383&id=784339310137&ns=1&abbucket=1
89,贵人鸟男,//detail.tmall.com/item.htm?priceTId=2150427117145568943728859e5383&id=773383964932&ns=1&abbucket=1
29,莆田男,//detail.tmall.com/item.htm?priceTId=2150427117145568943728859e5383&id=784395549938&ns=1&abbucket=1
69,人本男,//detail.tmall.com/item.htm?priceTId=2150427117145568943728859e5383&id=771642760796&ns=1&abbucket=1
30,网红爆款男,//detail.tmall.com/item.htm?priceTId=2150427117145568943728859e5383&id=781793439706&ns=1&abbucket=1
590,SUN68意大利时尚小众复古休闲鞋舒适百搭低帮厚底跑步运动老爹鞋,https://click.simba.taobao.com/cc_im?priceTId=2150427117145569006301244e5383&p=%D4%CB%B6%AF%D0%AC&s=1048532949&k=1497&e=W8gSZNp7Z9SnHlZedaKqnHC6Mum%2BXpnJRam731kT7uggkGUgf3cf2whcRuEqHHLLgRgEXHFgTz%2Bb30BwhGrKOR8FeHZeTuDLbmGJv1uqcTs4NZj9v9doYkc5A4I1Dotd%2FsOc4ORKeEeccwqV1nky12lyG%2FwuFVS%2BXgKyKTfXEfHFLOqYvtyEtgenNOTUfBc%2FMFzPTdqS5VXq%2FVU%2Bexw3DYoTshLdofkGDh7iYX74IPYfXvETBJlaA5%2FbE%2BHmDvWdolod7xJuOwXGsSriPAhSg%2Bi9zbNcPD89R0ilJAY%2F61ExUOIXyGW3oGlBCVbop65pgHX%2FW48JvhDngHAGsBLyarYxAYyGrOkcK06zIXBs1EPz10gE5bySz2D5z9GRJQHvVdUSkMy2snaDLoC8GejUCrpFqdEnP5T2QdA%2FeUEYxH7UtQvmWNvzAQ7z0nfLomzHp1EQ43xDg%2FfBpjYIUajBZxbc9GA7d%2F1EjNzE1%2FGDQmkneYokJYmXMI7cXz7AQVV7QtMelv5AycXqwgaKgQS%2FKcmGK0FgsNT%2F95Q9hJKbZYYWD6zJenHjV1V4DRTbch5vAtgATnGNAszfADrN3yjcGN18vSXGDAW1SgjdV%2BWcjPp%2BzGwZ9LlRF7mRkfz%2FoBtkkd1ZZfJYZCFlqdDyklO79%2BrCBoqBBL8pQXan9Izm%2Fv2SZP4c8a4YGzMFJqkBezw4ukVaH%2BPqaeGvuAc56Gj0%2BakqGJbc%2BvpCS0is%2FZ%2BHSZy%2BY9u3kF1Lcx30%2FCOPARZODfSUqvP2ElG%2Bobc3JL3Cvkn1AKowqki1iw7LctJ0A5mBne0py%2Fzln%2BvEk2m2yA8m5HzjzfEYwMMse4V1phqxfxGLkrlYqAetcd%2Fb82%2B%2Fm5RQH85gCd%2Bv3BAixuPP%2FZDSisQD1voynjV%2FWPSjuoMDBExQ6IJfluAIgL28jVVnZphZa9BBY74nmt4m4UjTAQlbeJUyLLc9vWG3BEpd3cBPydspfoRTs%2BBGRhGjAnDf4ftlNLa9WCwtaNaniGZ5sMCAlFZm2%2BRMIwmh3nNAdT8cWEISk1hPLQt%2BOdEX55h%2BPfnLby3AZGqfBdeLabWY%2BkxxTnZhsXzixNbSsN5fJG3W6Un%2FcQpq7vC%2BUtBSClmISVvT81CORcPI%2FzztG91r2p6Rll69QrE2SFRaLdqcBue5qS5%2BWiKNbmTr69%2F%2Bvd4w3BkoK2WynPtFpYWMV9a4goKp6sIGioEEvylVNiG%2BMhRCuEzdIv%2FQAKP9N%2FpvsIWQJCsBsfZdloZa4I9Rde2%2FqNZRiDpKHZzMiH9cxr%2BSYW9NP7WpQ2Nekmlw3wA6zd8o3BjdfL0lxgwFtUoI3VflnIz6fsxsGfS5URe5kZH8%2F6AbZJHdWWXyWGQh78%2FloSawgn9AH3JCuD7UvYB1%2F1uPCb4QcnApnS5DeOIjD1gHkyR3HFrOiCElI0oTod5zQHU%2FHFhXMsvGARHK65eCNMRoICCHro2ND3UAj1CNEmTvyGg94w%3D%3D
229,双星八特男鞋透气防臭运动鞋子男士休闲鞋2023春秋季新款旅游板鞋,https://click.simba.taobao.com/cc_im?priceTId=2150427117145569006301244e5383&p=%D4%CB%B6%AF%D0%AC&s=1048532949&k=1497&e=fODo4fLN4CanHlZedaKqnHC6Mum%2BXpnJRam731kT7uggkGUgf3cf2whcRuEqHHLLgRgEXHFgTz9COstCSXQHmP0Zf0igyVF3J788OOw1Mzs4NZj9v9doYkc5A4I1Dotd%2FsOc4ORKeEeccwqV1nky12lyG%2FwuFVS%2BXgKyKTfXEfHFLOqYvtyEtgenNOTUfBc%2FMFzPTdqS5VXq%2FVU%2Bexw3DYoTshLdofkGDh7iYX74IPYfXvETBJlaA5%2FbE%2BHmDvWdolod7xJuOwXGsSriPAhSg%2Bi9zbNcPD89R0ilJAY%2F61ExUOIXyGW3oBDtqa%2Ft%2FcNrHWNsRirscTbM2LtrUkrRyjkfwvIadOSkLJ7gex5livY5YBgRqx%2B7EepxI%2BJ5HfEzfW4Vzj3Cid3xJxKxnjATMjqVnAo97EhPLJ7gex5livaC%2FCAPGwnG%2Fyc2RdXVBCXlYc89vdWKSQMpUn4151Gd71sTTjHRYxBDIn8GPRQ0AMKmMLYhsiKxX6LTvQzFGTbFpzIfLBY3CK5cajKTN920O%2FeaZ50SvCeD0emy8r%2FkWV4h5WhjxwO45UqjaWMr%2Fmbwd388dTMia97e5RfVRAn9M9d6oGz4yHHeGmdIYbN9Q41gtQP7AUBmSwKsjLEUYE5ND8SnC8GDm%2FcwRUZ%2B7NDkeeERIOKwg4oOQtgpJKzlF7LKJhPzhuPAAzkAfS1ZyUgRyIw7%2Fwred2QkZRnl16VkcVr8FjUn0Xa5zMTOKk8kHLpKeYdU6JUlmrfZ%2Bum8kC3QOXpEkQbr6txfaS9k7%2FsjVM7cIdHaQS55tBLmLgF%2Fe7wzpuBTZdjGn6L6m%2FyIOL4TQe9KL9EM8kkswUphu%2B6KFBvbadViLxWqmV3tr3ExT41%2FEPsBoEGLbqlG8xSHQSXn9613yHiKTO6QVwzRmWL06GNxkVOAcXAFdhAUouXpNRN7KNWoGYpqQ2XgcpDU%2F8sKj0kblIjRFqN8Ne%2BN6hHa%2FAqd3%2F4Kh0fgdpyIfDyqgyZ3QVM%2FiwAWizkClj%2F6NWyxGjsoNDEWNqXA1vuCZq0wsZ57U9FY8IZB8E%2BL2R6ahpxNKe0SkRf7HNEtzSMp0E4FdnthZ3997Xk8bj4lC4HW8JNcpNZm7yS4fW4Vzj3Cid0NYgqLwCkSd0K%2B6Q0eQqkG%2FXnOhGbLWr7CIT4X07b9kblV3EbPUqa75HE2MIST6ZKrEhvNYu172JY3xnAITshlVJyqIaIkWDS1Iz4CiHpdawi3ZjH%2BoCM55RNPkYxMMZDK52EyV2qHHD9dtEgL%2BIDuOf%2BSA3BXljqxpR2VGRPR01f2DFUD2Zj5eHyAaIr%2F3cX1O9IO%2BVda242AaN0zwrfjVVdkH9yi9l6xa0EZf8w24vqMw7sd1rvIIDe%2BFNP%2BoJWIu6S49A71DR1jbEYq7HE2Et7aZHX08Nu0uagfMMv02RAmGySvsDjrYc89vdWKSQMtRiU8RLpDrJeCNMRoICCHro2ND3UAj1CNEmTvyGg94w%3D%3D#detail
25,2024新款夏季透气飞织网面软底休闲,//detail.tmall.com/item.htm?priceTId=2150427117145569006301244e5383&id=779617376139&ns=1&abbucket=1
69,人本,//detail.tmall.com/item.htm?priceTId=2150427117145569006301244e5383&id=771645312585&ns=1&abbucket=1
139,361男,//detail.tmall.com/item.htm?priceTId=2150427117145569006301244e5383&id=735346201164&ns=1&abbucket=1
119,回力官方旗舰店男,//detail.tmall.com/item.htm?priceTId=2150427117145569006301244e5383&id=761553104164&ns=1&abbucket=1
79,回力男,//detail.tmall.com/item.htm?priceTId=2150427117145569006301244e5383&id=767862913250&ns=1&abbucket=1
85,回力男,//detail.tmall.com/item.htm?priceTId=2150427117145569006301244e5383&id=776487720133&ns=1&abbucket=1
89,贵人鸟女,//detail.tmall.com/item.htm?priceTId=2150427117145569006301244e5383&id=773683311534&ns=1&abbucket=1
69,人本椰子,//detail.tmall.com/item.htm?priceTId=2150427117145569006301244e5383&id=770666340934&ns=1&abbucket=1
24,男,//detail.tmall.com/item.htm?priceTId=2150427117145569006301244e5383&id=765902656922&ns=1&abbucket=1
79,回力男,//item.taobao.com/item.htm?priceTId=2150427117145569006301244e5383&id=726282533748&ns=1&abbucket=1#detail
132,贵人鸟男,//detail.tmall.com/item.htm?priceTId=2150427117145569006301244e5383&id=778108300950&ns=1&abbucket=1
179,安踏男,//detail.tmall.com/item.htm?priceTId=2150427117145569006301244e5383&id=702000663428&ns=1&abbucket=1
139,361小白,//detail.tmall.com/item.htm?priceTId=2150427117145568943728859e5383&id=766144134920&ns=1&abbucket=1
42,莆田椰子男,//detail.tmall.com/item.htm?priceTId=2150427117145568943728859e5383&id=704165839206&ns=1&abbucket=1
89,环球厚底老爹,//detail.tmall.com/item.htm?priceTId=2150427117145568943728859e5383&id=772649834180&ns=1&abbucket=1
129,361男,//detail.tmall.com/item.htm?priceTId=2150427117145568943728859e5383&id=760360700796&ns=1&abbucket=1
132,特步跑步,//detail.tmall.com/item.htm?priceTId=2150427117145568943728859e5383&id=731645966081&ns=1&abbucket=1
69,人本,//detail.tmall.com/item.htm?priceTId=2150427117145568943728859e5383&id=771691287421&ns=1&abbucket=1
79,回力男,//detail.tmall.com/item.htm?priceTId=2150427117145568943728859e5383&id=782473233434&ns=1&abbucket=1
89,回力男,//detail.tmall.com/item.htm?priceTId=2150427117145568943728859e5383&id=785050332956&ns=1&abbucket=1
149,特步男,//detail.tmall.com/item.htm?priceTId=2150427117145568943728859e5383&id=703492127538&ns=1&abbucket=1
79,回力男,//detail.tmall.com/item.htm?priceTId=2150427117145568943728859e5383&id=772634382348&ns=1&abbucket=1
23,男,//detail.tmall.com/item.htm?priceTId=2150427117145568943728859e5383&id=766042019961&ns=1&abbucket=1
25,莆田椰子350男,//detail.tmall.com/item.htm?priceTId=2150427117145568943728859e5383&id=696918427507&ns=1&abbucket=1
194,年轮2 龚俊361男,//detail.tmall.com/item.htm?priceTId=2150427117145568943728859e5383&id=749540103760&ns=1&abbucket=1
179,361度男,//detail.tmall.com/item.htm?priceTId=2150427117145568943728859e5383&id=769662428085&ns=1&abbucket=1
189,安踏厚底减震复古跑,//detail.tmall.com/item.htm?priceTId=2150427117145568943728859e5383&id=736634651484&ns=1&abbucket=1
139,匹克跑步,//detail.tmall.com/item.htm?priceTId=2150427117145568943728859e5383&id=712620847613&ns=1&abbucket=1
199,匹克休闲,//detail.tmall.com/item.htm?priceTId=2150427117145569006301244e5383&id=731762530196&ns=1&abbucket=1
109,361度男,//detail.tmall.com/item.htm?priceTId=2150427117145569006301244e5383&id=773615646797&ns=1&abbucket=1
109,回力官方旗舰店男,//detail.tmall.com/item.htm?priceTId=2150427117145569006301244e5383&id=778875436984&ns=1&abbucket=1
22,2024夏季新款透气网面篮球,//detail.tmall.com/item.htm?priceTId=2150427117145569006301244e5383&id=774256115401&ns=1&abbucket=1
129,新百伦男,//item.taobao.com/item.htm?priceTId=2150427117145569006301244e5383&id=747912806128&ns=1&abbucket=1#detail
21,男,//detail.tmall.com/item.htm?priceTId=2150427117145569006301244e5383&id=663766831431&ns=1&abbucket=1
75,回力男,//detail.tmall.com/item.htm?priceTId=2150427117145569006301244e5383&id=781999809609&ns=1&abbucket=1
119,回力官方旗舰店网面,//detail.tmall.com/item.htm?priceTId=2150427117145569006301244e5383&id=782708913211&ns=1&abbucket=1
27,新款,//detail.tmall.com/item.htm?priceTId=2150427117145569006301244e5383&id=779885849014&ns=1&abbucket=1
178,乔丹篮球,//detail.tmall.com/item.htm?priceTId=2150427117145569006301244e5383&id=768649867442&ns=1&abbucket=1
15,黑色,//detail.tmall.com/item.htm?priceTId=2150427117145569006301244e5383&id=775297192083&ns=1&abbucket=1
119,回力官方旗舰店男,//detail.tmall.com/item.htm?priceTId=2150427117145569006301244e5383&id=782026646705&ns=1&abbucket=1
21,男,//detail.tmall.com/item.htm?priceTId=2150427117145569006301244e5383&id=737804888924&ns=1&abbucket=1
89,环球官方旗舰店2024春夏季新款爆款网面老爹,//detail.tmall.com/item.htm?priceTId=2150427117145569006301244e5383&id=665063313761&ns=1&abbucket=1
129,中国乔丹,//detail.tmall.com/item.htm?priceTId=2150427117145569006301244e5383&id=624465645805&ns=1&abbucket=1
89,回力正品男,//item.taobao.com/item.htm?priceTId=2150427117145568943728859e5383&id=765744677064&ns=1&abbucket=1#detail
119,回力官方旗舰店男,//detail.tmall.com/item.htm?priceTId=2150427117145568943728859e5383&id=775872955544&ns=1&abbucket=1
129,回力官方旗舰店男,//detail.tmall.com/item.htm?priceTId=2150427117145568943728859e5383&id=782410246492&ns=1&abbucket=1
149,中国乔丹,//detail.tmall.com/item.htm?priceTId=2150427117145568943728859e5383&id=706722397416&ns=1&abbucket=1
129,特步光年丨男,//detail.tmall.com/item.htm?priceTId=2150427117145568943728859e5383&id=677903339194&ns=1&abbucket=1
147,特步逆袭1V2 | 外场篮球,//detail.tmall.com/item.htm?priceTId=2150427117145568943728859e5383&id=717635593899&ns=1&abbucket=1
29,断码男,//detail.tmall.com/item.htm?priceTId=2150427117145568943728859e5383&id=770429816445&ns=1&abbucket=1
79,回力男,//detail.tmall.com/item.htm?priceTId=2150427117145568943728859e5383&id=785788104490&ns=1&abbucket=1
18,夏季新款网面透气男,//detail.tmall.com/item.htm?priceTId=2150427117145568943728859e5383&id=779617072747&ns=1&abbucket=1
129,新百伦男,//item.taobao.com/item.htm?priceTId=2150427117145568943728859e5383&id=775455460090&ns=1&abbucket=1#detail
109,回力官方旗舰店,//detail.tmall.com/item.htm?priceTId=2150427117145568943728859e5383&id=758262114748&ns=1&abbucket=1
179,匹克沧澜休闲,//detail.tmall.com/item.htm?priceTId=2150427117145568943728859e5383&id=717973797301&ns=1&abbucket=1
79,回力男,//detail.tmall.com/item.htm?priceTId=2150427117145568943728859e5383&id=784787840163&ns=1&abbucket=1
